tenure,MonthlyCharges,Number_of_InternetServices,Churn
28,103.3,4,1
69,73.7,4,0
11,96.2,3,1
63,108.75,5,0
23,20.15,0,0
10,19.75,0,0
71,25.95,0,0
45,70.05,3,0
70,24.05,0,0
22,84.75,1,0
52,23.05,0,0
55,104.15,4,1
65,59.95,5,0
72,19.55,0,0
10,19.6,0,0
7,20.05,0,0
5,85.55,2,0
24,78.6,4,0
72,116.8,6,0
21,43.55,3,0
69,60.8,5,0
44,54.9,2,0
61,65.2,2,0
24,102.95,4,1
1,90.6,2,1
6,50.8,1,1
4,90.05,2,1
72,108.2,5,0
72,92.0,6,0
14,75.1,0,0
7,25.05,0,0
48,75.15,1,0
55,19.5,0,0
1,19.3,0,0
45,112.2,6,0
3,70.3,0,0
71,19.6,0,0
8,20.25,0,0
3,75.85,0,1
69,80.65,5,0
1,68.5,0,1
72,115.75,6,0
11,73.5,1,1
71,80.6,5,0
1,69.95,0,1
33,59.55,5,0
16,19.05,0,0
56,95.65,4,0
1,19.95,0,0
5,70.05,3,1
57,19.4,0,0
56,36.1,2,0
8,94.0,3,1
22,61.15,3,1
1,19.75,0,0
40,64.1,3,0
46,19.75,0,0
63,19.7,0,0
68,110.2,5,0
69,106.35,5,0
56,90.55,3,0
10,65.9,3,0
63,104.5,5,0
24,52.5,5,0
19,56.1,1,0
22,88.75,2,0
29,84.45,2,1
13,75.3,3,1
70,26.0,0,0
49,99.4,4,0
43,109.55,5,1
3,19.6,0,1
42,73.15,4,0
57,54.65,2,0
2,66.4,3,1
72,115.55,6,0
46,104.45,4,0
66,100.05,3,1
62,102.0,4,1
72,91.15,6,0
35,89.7,3,0
17,90.2,3,1
72,92.4,6,0
28,19.9,0,0
56,25.15,0,1
31,79.85,1,1
45,18.85,0,0
1,25.75,0,0
2,49.6,1,1
6,20.95,0,0
48,97.05,4,0
25,25.4,0,0
64,19.7,0,0
50,35.0,2,0
52,101.25,3,0
4,70.2,0,0
32,90.95,2,0
45,73.85,4,0
9,88.05,2,0
66,105.95,4,1
3,91.85,2,1
54,20.1,0,0
1,40.1,2,1
64,110.3,5,0
31,73.9,0,1
14,89.8,2,1
12,85.15,2,0
67,60.95,3,0
35,72.25,4,1
45,73.55,3,0
10,46.0,0,0
29,58.55,2,0
24,24.6,0,0
66,19.75,0,0
51,86.35,2,0
45,25.5,0,0
49,19.0,0,0
29,19.55,0,0
40,110.1,5,0
37,96.55,2,1
25,69.75,0,0
22,50.6,3,0
72,65.6,6,0
7,40.1,2,1
33,82.1,5,0
23,79.1,2,0
24,101.25,3,1
1,79.55,1,1
69,90.65,6,0
3,20.55,0,0
56,75.75,4,0
65,110.0,5,0
71,20.85,0,0
14,80.35,1,0
2,70.15,0,0
32,84.05,1,1
40,67.45,3,0
1,20.75,0,0
1,89.1,2,1
7,69.9,0,0
15,51.1,0,0
17,94.4,3,1
19,78.25,2,1
71,25.55,0,0
54,60.0,2,0
31,90.55,3,0
11,76.4,1,0
18,84.95,2,0
72,110.1,5,0
71,99.65,3,0
5,45.4,3,0
38,69.0,3,0
5,48.65,1,0
2,44.15,0,1
52,59.85,2,0
8,75.75,0,1
68,80.65,4,0
69,20.55,0,0
42,66.4,3,0
50,100.2,4,0
1,19.1,0,1
1,80.3,1,1
33,44.55,0,0
7,20.35,0,0
64,91.8,3,0
1,74.9,1,1
59,20.2,0,0
6,50.35,0,0
3,18.8,0,0
15,20.45,0,0
13,64.75,2,0
23,98.7,3,0
31,89.45,2,0
29,58.75,3,0
49,20.7,0,0
56,85.6,1,0
63,80.3,5,0
63,79.8,4,0
24,79.85,1,0
36,54.1,2,0
9,80.85,1,1
3,24.75,0,1
21,80.9,5,0
13,24.5,0,0
1,20.15,0,0
25,20.05,0,0
71,19.6,0,0
66,114.3,6,0
45,100.3,4,0
22,80.0,1,0
67,20.85,0,0
68,89.95,2,0
0,20.0,0,0
49,90.85,2,1
4,48.75,0,0
63,80.0,5,0
2,79.7,2,1
21,20.35,0,0
55,57.55,3,1
1,20.25,0,0
17,19.4,0,0
30,100.4,3,0
22,57.95,3,0
9,59.5,2,0
1,19.2,0,0
21,86.5,1,1
19,59.55,2,0
69,103.95,4,1
1,25.1,0,1
72,103.95,5,0
70,68.95,3,0
66,103.1,5,0
7,24.7,0,0
46,110.2,5,0
39,48.95,4,1
32,62.45,2,0
24,89.55,3,0
6,83.55,2,1
37,78.9,5,0
8,20.35,0,0
72,71.45,3,0
71,46.35,4,0
16,94.65,3,0
57,49.9,4,0
66,25.45,0,0
17,89.15,3,1
21,20.75,0,0
66,66.1,3,0
17,75.4,3,0
1,70.45,0,1
58,60.3,3,1
8,21.05,0,0
27,69.35,4,0
34,88.85,2,0
30,97.0,3,0
33,66.4,3,0
1,24.75,0,1
14,69.2,3,0
16,79.5,1,0
49,100.65,4,0
19,103.3,4,1
70,79.7,5,0
32,61.4,3,0
18,69.8,0,0
37,40.55,3,0
4,75.65,0,0
16,90.7,3,0
17,80.5,1,0
19,60.6,3,0
60,101.15,3,0
51,24.95,0,0
28,20.3,0,0
43,60.0,2,0
42,20.25,0,0
3,78.5,1,1
1,44.75,0,0
3,19.85,0,1
63,98.0,4,0
3,79.9,1,1
68,107.7,5,0
30,99.7,3,1
60,104.7,4,0
15,58.6,2,1
45,93.9,2,0
70,86.45,6,0
10,98.5,3,1
4,19.4,0,0
1,50.45,1,1
68,24.95,0,0
22,75.0,1,0
38,94.65,3,1
1,100.25,3,1
18,78.2,2,0
29,94.2,3,0
16,88.45,2,1
1,69.85,0,1
12,81.7,2,1
31,50.05,3,0
4,79.9,1,1
48,69.55,3,0
15,25.4,0,1
50,90.1,4,0
7,44.65,0,0
41,83.75,2,1
68,80.35,2,0
26,98.1,3,0
57,53.35,4,0
3,19.55,0,0
1,20.9,0,1
19,48.95,1,0
3,54.2,1,0
59,24.45,0,0
1,69.4,0,1
42,40.15,2,0
7,74.9,0,1
67,25.6,0,0
1,70.35,0,0
66,91.7,6,0
61,89.2,2,0
4,24.1,0,0
42,74.15,1,1
64,53.85,1,0
54,115.6,6,0
1,19.75,0,0
54,24.05,0,0
18,25.3,0,0
3,84.3,2,0
1,70.1,0,1
72,89.75,6,0
60,97.95,4,0
11,20.0,0,0
12,78.3,1,1
61,103.9,5,0
39,20.7,0,0
55,96.8,2,1
17,94.4,3,1
37,20.15,0,0
72,26.0,0,0
72,77.35,4,0
8,66.05,3,0
22,19.9,0,0
1,84.3,2,1
38,68.15,3,0
17,80.85,5,0
70,75.5,4,0
72,92.45,6,1
28,80.6,1,0
15,83.2,2,0
72,87.55,6,0
11,99.55,3,1
8,81.25,1,1
57,109.4,5,0
1,19.95,0,1
46,45.55,3,0
30,20.7,0,0
10,75.3,1,0
23,99.25,4,1
32,93.4,4,0
13,73.75,1,0
39,80.45,2,1
44,88.15,3,0
9,49.2,1,0
67,19.65,0,0
9,79.35,1,1
15,79.75,1,1
71,105.15,4,0
1,49.0,1,0
30,100.05,3,1
1,69.35,0,1
17,49.8,3,0
3,85.8,2,1
67,79.7,4,1
1,20.95,0,0
1,50.55,0,1
32,79.3,1,0
41,19.5,0,0
1,80.55,1,1
1,44.15,0,0
12,84.5,2,1
62,105.5,4,0
22,84.3,2,1
17,92.7,3,0
72,26.25,0,0
56,96.95,3,0
9,20.45,0,0
72,115.8,6,0
20,108.2,6,0
19,20.2,0,0
2,67.75,0,1
53,54.9,4,0
27,85.25,1,1
6,20.15,0,0
9,90.35,2,0
8,55.75,1,0
71,114.6,6,0
10,80.05,1,1
1,20.0,0,1
71,66.8,6,0
68,100.3,4,0
34,105.35,4,0
26,85.2,3,0
22,48.8,1,1
7,18.95,0,0
20,69.8,0,0
60,106.15,4,0
72,20.55,0,0
72,105.75,4,0
4,25.25,0,0
16,19.75,0,0
62,104.85,4,0
10,60.95,2,0
31,81.15,1,0
71,19.1,0,0
58,20.8,0,0
70,90.15,6,0
71,90.1,6,0
69,74.1,4,0
1,85.05,1,1
72,118.75,6,0
26,85.9,2,0
33,95.0,3,0
10,20.15,0,0
57,101.3,4,0
10,21.2,0,0
39,24.2,0,0
11,20.3,0,0
21,102.8,5,1
68,85.3,5,0
18,89.6,2,0
6,99.95,4,1
18,56.25,1,0
52,50.95,1,0
56,115.85,6,0
45,103.65,4,0
67,26.1,0,0
3,35.1,2,0
65,99.1,4,0
63,67.25,3,0
11,25.0,0,0
1,59.55,2,0
55,77.8,3,0
25,55.1,1,0
72,117.8,6,1
72,24.15,0,0
65,45.25,3,0
54,79.5,1,1
7,20.25,0,0
72,64.75,3,0
21,54.6,1,0
2,20.7,0,0
4,94.75,3,0
3,79.65,1,1
72,115.8,6,0
6,49.45,1,0
52,83.8,2,0
69,95.35,3,0
8,94.7,3,1
8,74.05,1,0
63,89.6,2,0
60,116.6,6,0
12,54.2,2,0
13,19.3,0,0
22,65.05,3,0
5,92.5,2,1
1,19.45,0,1
72,24.05,0,0
2,18.75,0,0
40,20.15,0,0
44,20.0,0,0
71,71.0,4,0
2,75.55,0,1
26,93.6,2,0
1,70.0,0,1
1,24.4,0,0
65,74.8,4,1
3,65.25,2,0
13,50.55,1,0
33,104.4,4,1
1,70.7,0,0
4,45.25,0,0
2,70.3,0,0
72,108.95,5,0
37,26.45,0,0
15,86.2,2,1
23,19.65,0,0
30,51.2,3,1
42,19.05,0,0
32,74.75,3,0
22,75.8,0,0
42,25.1,0,0
8,44.45,0,0
65,104.3,4,0
2,19.5,0,1
70,89.0,6,0
22,20.15,0,0
4,74.9,0,1
2,74.9,0,1
67,36.15,2,0
25,19.2,0,0
20,19.25,0,0
2,61.2,2,0
51,20.45,0,0
46,35.05,2,0
25,100.25,3,1
13,44.0,0,0
25,102.8,4,1
26,50.35,1,0
43,100.0,3,1
19,20.0,0,0
10,99.85,4,1
2,94.2,2,1
72,86.4,5,0
18,58.4,2,0
9,83.85,1,1
27,88.3,2,1
24,94.1,2,0
69,104.05,5,1
46,108.9,5,0
72,107.4,5,0
22,94.7,3,1
70,90.85,2,0
2,19.9,0,0
31,66.4,3,0
56,100.65,3,1
16,100.7,4,0
52,25.6,0,0
13,19.85,0,0
35,20.75,0,0
59,95.8,3,0
72,94.65,3,0
66,80.55,4,1
49,106.65,5,0
2,45.85,0,0
21,104.35,4,0
54,55.45,4,0
24,78.85,1,1
1,61.15,2,0
6,78.95,2,0
1,44.45,0,1
49,109.2,5,0
56,61.3,3,0
56,96.85,3,0
6,40.55,3,0
32,19.8,0,0
50,108.25,5,0
58,105.05,4,0
65,90.45,6,0
64,86.4,6,0
66,66.9,3,0
38,110.7,5,0
20,20.0,0,0
36,84.9,1,1
64,102.1,4,0
1,20.25,0,1
60,70.15,4,0
1,74.35,1,1
50,80.05,5,0
1,62.05,2,1
72,49.2,4,0
60,20.5,0,0
46,38.25,3,0
69,54.95,4,0
31,96.6,3,0
19,19.9,0,0
71,19.9,0,0
12,84.6,3,0
39,80.0,5,1
44,85.25,5,0
56,81.25,5,0
72,115.5,6,0
5,104.1,4,1
11,79.0,1,0
24,39.1,2,1
15,94.65,3,0
72,20.8,0,0
56,59.5,2,0
64,20.05,0,0
34,100.45,3,0
2,76.5,0,1
35,20.6,0,0
22,20.3,0,0
5,49.2,1,1
9,39.55,3,0
11,23.15,0,1
23,20.45,0,0
4,80.85,1,1
68,25.25,0,0
33,91.25,2,0
31,72.45,5,0
1,60.1,2,1
56,19.7,0,0
1,78.95,1,1
66,75.1,5,0
72,25.0,0,0
34,69.15,0,0
58,91.55,3,0
2,45.15,0,1
37,35.8,1,0
71,113.15,6,0
1,19.85,0,0
71,19.8,0,0
35,19.9,0,0
6,19.7,0,0
3,79.4,1,1
69,59.1,3,0
44,53.95,4,1
53,91.15,2,0
24,99.3,4,1
5,68.95,0,0
2,51.55,1,0
62,24.4,0,0
19,96.8,3,0
9,70.05,0,0
53,19.5,0,0
5,78.75,1,0
71,69.2,3,0
1,19.55,0,0
18,80.65,1,1
72,103.65,4,0
4,54.7,2,0
59,54.15,1,0
1,71.1,0,1
31,84.85,1,0
3,20.0,0,0
65,106.25,4,1
49,99.25,4,0
2,19.35,0,0
53,20.8,0,1
55,94.75,3,0
72,114.05,6,0
36,74.9,0,0
10,19.8,0,0
1,94.0,2,1
72,80.85,5,0
28,54.65,2,0
38,91.7,2,0
61,118.6,6,0
52,24.55,0,0
67,19.45,0,0
34,116.15,6,0
54,80.6,5,0
1,20.3,0,0
15,89.85,2,1
4,46.0,0,1
9,66.25,3,1
46,99.8,4,0
22,90.0,2,1
38,70.45,0,1
55,75.0,4,0
1,19.9,0,0
64,80.3,2,0
53,19.75,0,1
58,84.3,5,0
56,54.05,4,0
72,104.9,5,0
1,53.95,2,1
72,97.25,3,0
22,83.05,1,0
8,105.5,4,1
16,81.0,1,1
39,41.1,3,0
12,45.0,0,0
54,74.55,4,0
18,40.2,3,0
32,70.5,4,0
41,19.75,0,0
67,24.65,0,0
65,104.25,4,0
25,78.35,5,0
1,69.8,0,1
67,109.7,5,0
7,73.75,0,1
43,33.45,2,0
24,94.6,3,0
9,54.55,1,1
69,20.2,0,0
37,20.3,0,0
20,39.4,3,0
7,69.15,0,0
37,76.25,0,1
5,93.9,2,1
41,51.35,3,0
54,100.05,4,0
3,70.4,0,1
69,20.3,0,0
53,94.45,4,0
18,46.4,3,0
64,104.05,5,0
31,91.15,2,1
20,24.9,0,0
57,59.6,3,0
63,108.5,5,0
13,40.55,3,0
48,58.95,2,0
2,70.95,0,1
57,20.75,0,0
71,113.15,5,0
7,48.8,0,0
16,63.05,1,0
34,100.85,3,0
37,99.5,3,1
16,80.55,1,0
48,64.4,3,0
58,75.2,4,0
72,84.9,5,0
7,19.3,0,0
38,83.9,3,1
48,117.45,6,1
10,104.4,5,1
30,74.65,5,0
31,59.05,1,0
46,69.1,3,0
50,20.55,0,0
28,76.55,1,0
66,62.5,6,0
8,29.4,1,1
41,94.9,3,0
72,111.65,5,0
7,19.9,0,0
38,20.45,0,0
44,106.05,5,0
47,113.45,6,0
53,92.55,3,0
4,65.6,2,0
20,84.35,1,0
2,44.65,0,1
57,71.1,3,0
44,85.15,3,0
24,49.7,1,0
15,30.2,1,0
3,25.25,0,1
4,84.05,2,1
37,85.7,1,1
1,74.7,1,1
24,56.35,2,0
5,90.8,2,1
33,107.55,4,0
58,19.85,0,0
72,95.9,3,0
71,23.85,0,0
28,106.15,4,1
51,83.85,6,0
30,85.35,6,1
72,84.8,3,0
36,90.85,2,1
14,76.1,5,0
72,74.55,4,0
22,39.2,2,0
2,79.55,1,0
15,19.6,0,0
51,19.55,0,0
70,39.15,3,0
71,20.1,0,0
39,99.95,3,0
61,59.8,2,0
52,49.75,1,0
1,35.75,1,1
64,108.5,5,0
62,60.15,3,0
30,19.05,0,0
4,46.0,0,1
63,84.0,6,0
1,44.55,0,0
15,103.45,4,0
27,80.65,2,0
4,57.2,5,0
72,110.75,5,0
45,24.7,0,0
45,97.05,4,0
36,76.35,5,0
17,89.4,3,1
1,18.9,0,0
16,74.45,0,0
3,19.8,0,1
4,50.9,0,1
71,84.4,6,0
10,24.4,0,0
20,20.05,0,0
4,81.0,1,1
26,98.35,3,1
4,55.5,1,0
5,51.0,3,1
4,91.65,2,1
29,84.3,1,0
2,100.2,4,0
29,19.4,0,0
1,90.85,2,1
1,69.4,0,1
8,94.45,3,1
13,20.4,0,0
59,94.75,3,0
1,20.15,0,1
50,95.7,2,1
18,44.35,0,0
17,74.55,4,0
47,73.6,4,0
26,74.95,0,1
6,47.95,3,1
19,50.1,0,0
3,63.6,2,1
68,53.0,4,0
2,19.85,0,0
7,24.35,0,0
18,19.55,0,0
71,25.05,0,0
13,93.8,3,0
3,36.85,2,1
72,103.75,4,0
66,56.75,4,0
24,20.8,0,0
1,44.1,0,1
56,24.45,0,0
22,25.6,0,0
14,50.75,3,1
61,104.4,4,1
40,39.3,2,1
42,59.65,3,0
72,83.3,5,0
12,79.55,1,0
71,24.45,0,0
26,19.2,0,0
7,29.8,1,0
6,45.5,0,0
58,106.45,5,1
51,30.05,1,0
72,65.65,6,0
18,96.05,3,1
7,75.1,0,1
47,74.05,4,0
2,44.7,0,1
62,110.75,5,0
16,19.7,0,0
6,49.5,1,0
19,55.0,2,1
69,43.95,3,0
11,74.35,0,1
64,111.15,5,0
39,104.7,5,1
15,55.7,1,1
25,20.6,0,0
6,19.65,0,0
66,115.8,6,0
61,88.65,5,0
43,94.5,3,0
12,20.1,0,0
23,34.65,1,0
71,52.3,4,0
34,65.0,2,0
5,19.85,0,1
41,35.45,2,0
72,19.7,0,0
14,95.6,2,0
41,19.85,0,0
23,81.85,1,0
71,109.3,6,0
1,70.3,0,1
72,25.4,0,0
6,69.8,0,0
23,20.0,0,0
10,85.55,1,1
72,109.9,6,0
7,50.3,1,0
6,94.5,3,1
9,101.5,4,0
12,89.15,2,0
1,19.4,0,0
48,29.9,1,0
20,78.8,1,0
16,85.35,1,1
2,79.65,1,1
10,19.3,0,0
2,79.6,1,1
20,96.8,3,0
20,20.65,0,0
19,19.8,0,0
19,90.6,2,1
22,104.6,5,0
35,80.05,1,0
1,45.15,0,0
39,73.15,0,0
54,99.1,4,0
1,20.2,0,1
66,106.05,4,1
56,105.35,4,0
18,45.65,0,0
16,79.95,1,0
68,54.45,2,0
53,25.1,0,0
72,84.7,5,0
9,75.85,0,0
30,48.8,1,0
36,99.15,3,1
18,35.2,2,0
55,76.25,4,0
39,55.9,4,1
21,82.35,1,1
2,40.4,3,1
33,24.9,0,0
44,54.3,4,0
30,66.3,3,0
71,20.9,0,0
4,75.35,0,1
35,85.15,2,1
1,75.35,1,0
23,104.45,4,0
22,49.45,3,0
49,19.45,0,0
42,92.15,3,0
33,93.8,3,1
7,19.85,0,0
67,100.25,4,0
15,95.7,3,0
67,93.15,3,0
53,69.7,4,0
21,19.8,0,0
40,71.35,4,0
22,20.75,0,0
39,40.6,2,0
45,20.4,0,1
2,20.35,0,0
57,19.75,0,0
8,54.4,1,0
7,94.7,3,1
6,30.5,1,1
7,20.45,0,0
49,66.15,2,0
65,89.85,3,0
55,45.05,0,0
71,86.85,6,0
35,96.75,4,0
3,77.0,0,1
11,20.1,0,1
1,75.3,1,1
17,106.65,5,0
72,110.15,5,0
28,82.85,2,0
18,20.1,0,0
40,99.2,4,1
52,59.45,2,0
47,58.6,2,0
23,49.7,1,0
66,65.85,4,0
8,73.5,0,0
47,85.5,2,1
7,20.05,0,1
71,113.65,6,0
50,83.4,2,0
46,65.65,4,0
1,70.4,0,1
66,61.35,5,0
42,85.9,2,0
5,75.65,1,0
7,49.75,1,1
29,70.9,3,0
27,49.85,1,0
15,75.3,1,1
25,20.1,0,0
11,94.0,2,1
57,103.05,5,0
67,118.35,6,1
47,99.7,3,0
13,81.9,1,0
8,30.45,1,1
44,96.1,2,1
71,66.2,2,0
24,104.25,4,1
15,80.2,1,1
1,19.75,0,0
2,72.6,0,0
55,116.5,6,0
71,106.8,4,0
50,24.95,0,0
1,89.25,2,0
5,19.25,0,0
66,104.55,5,0
49,87.2,6,0
3,30.75,1,0
66,25.7,0,0
11,86.2,1,0
28,30.1,1,0
65,99.35,4,0
62,19.2,0,0
2,20.1,0,0
2,20.35,0,0
55,25.65,0,0
41,94.55,3,0
17,104.2,4,1
30,94.4,3,0
17,56.1,2,0
16,68.25,4,0
72,24.75,0,0
9,76.25,0,0
1,74.35,1,0
23,54.15,2,0
8,19.45,0,0
19,34.95,2,0
7,53.65,1,0
1,69.65,0,1
61,104.0,4,0
57,70.35,4,0
9,80.8,1,1
15,64.85,3,0
1,19.65,0,0
12,45.9,0,0
54,20.0,0,0
4,44.8,0,0
7,80.3,1,1
20,20.35,0,0
26,45.8,3,0
36,84.1,1,1
53,108.95,5,0
3,69.35,3,1
68,64.35,6,0
72,90.8,6,0
12,24.95,0,0
34,79.6,1,1
68,84.7,2,0
50,70.8,4,0
1,36.45,1,1
41,104.4,4,0
30,101.5,3,0
1,54.3,1,0
29,103.95,3,0
23,91.1,6,0
60,19.95,0,0
72,26.45,0,0
22,89.4,3,1
72,75.1,5,0
66,108.1,4,0
72,110.15,5,0
47,80.35,1,1
51,111.5,5,0
70,106.5,4,0
9,19.9,0,0
59,111.1,5,0
3,70.7,3,0
38,24.85,0,0
37,91.2,3,0
37,65.6,4,0
24,40.65,2,1
14,59.45,3,0
72,109.95,5,0
53,60.45,5,1
8,84.9,1,1
72,38.5,3,0
17,92.55,2,0
2,73.55,1,1
8,20.15,0,1
48,34.7,2,1
10,24.5,0,0
0,19.7,0,0
1,20.6,0,0
29,58.0,3,0
65,107.45,4,0
8,65.5,3,0
61,25.45,0,0
45,100.15,3,0
72,104.45,4,0
12,21.15,0,0
7,96.2,2,0
9,44.4,0,0
43,107.55,4,1
58,94.35,3,0
16,98.75,3,1
2,20.3,0,0
8,101.15,4,1
40,105.75,4,0
9,81.15,1,0
41,89.55,3,0
26,54.75,2,0
33,53.75,2,0
68,105.75,5,0
65,105.85,5,0
55,64.2,3,0
20,88.7,2,1
19,87.7,2,0
45,89.3,2,0
70,20.15,0,0
2,79.75,1,1
27,94.55,2,1
12,20.05,0,0
72,67.2,6,0
12,94.55,2,0
5,69.05,0,1
71,107.5,5,0
35,73.0,4,0
70,114.75,6,0
31,76.05,0,0
52,96.25,3,1
37,101.1,3,1
69,104.7,4,1
30,77.9,0,0
33,90.65,2,0
54,110.45,5,0
59,68.7,3,0
55,44.85,3,0
69,29.8,1,0
66,88.9,2,0
37,58.75,3,0
9,19.85,0,0
69,86.9,5,0
10,59.65,2,0
40,55.25,2,1
13,66.4,2,0
6,90.1,2,1
69,20.15,0,0
66,108.1,5,0
11,53.75,1,1
46,56.9,3,0
6,89.3,2,1
56,109.6,5,0
70,25.15,0,0
33,79.15,4,0
72,66.75,3,0
3,95.2,2,1
19,48.8,1,0
5,45.7,2,1
71,80.7,5,0
8,74.5,1,1
1,20.55,0,0
1,79.65,1,1
61,115.1,6,0
71,59.7,5,0
68,86.45,2,0
46,33.7,2,0
33,80.1,1,0
53,104.05,5,0
50,108.75,5,0
57,41.1,3,0
54,20.35,0,0
60,105.9,4,0
28,101.3,3,1
1,80.05,1,1
29,89.2,2,1
10,65.5,3,0
43,40.45,3,0
13,70.45,0,0
43,78.8,5,0
19,83.65,1,1
1,90.1,2,0
69,82.45,5,0
61,20.25,0,0
43,66.25,3,0
6,19.5,0,1
1,51.25,1,1
56,89.7,2,0
70,64.55,6,0
1,45.6,0,1
49,93.65,3,0
6,49.65,1,1
32,73.6,5,0
72,109.75,5,0
37,61.45,3,0
69,106.4,5,0
26,81.9,5,0
58,105.2,4,0
24,54.6,1,0
5,20.55,0,0
15,20.0,0,1
30,19.7,0,0
55,66.05,3,0
25,34.0,1,1
10,92.5,4,1
44,54.05,5,0
47,58.9,3,0
13,88.35,2,1
49,107.95,5,1
64,96.9,4,0
1,19.1,0,0
20,50.0,1,0
37,45.4,3,0
30,85.45,1,0
38,84.1,5,0
1,74.45,0,1
37,64.75,2,1
52,66.25,6,0
71,76.9,5,0
26,89.8,3,1
66,74.6,4,0
72,116.95,6,0
25,40.65,2,0
69,114.35,6,0
53,69.7,3,0
12,95.5,3,1
26,98.65,4,0
21,61.65,2,0
1,89.35,2,0
48,95.4,3,0
26,35.4,2,0
60,19.95,0,0
18,19.25,0,0
10,29.65,1,1
5,84.5,2,1
4,20.4,0,0
65,24.75,0,0
70,25.35,0,0
18,90.7,2,1
62,20.0,0,0
66,59.75,2,0
65,82.5,5,0
3,70.3,0,1
34,20.35,0,0
16,90.8,2,0
54,103.95,4,1
50,104.95,4,0
71,105.25,5,0
10,74.75,0,1
1,50.8,1,1
18,23.75,0,0
4,61.3,2,0
58,75.8,4,0
56,98.0,3,0
2,80.25,1,1
32,78.9,1,1
56,52.0,4,0
36,84.75,1,1
4,64.4,2,0
53,85.45,1,1
10,45.8,0,0
4,30.5,1,0
1,19.9,0,1
51,69.15,0,0
12,99.45,3,1
6,49.25,3,0
63,39.35,3,0
1,70.6,0,1
48,105.1,4,0
5,81.0,1,1
35,20.1,0,0
6,84.85,2,1
2,19.75,0,0
50,19.75,0,0
33,70.4,0,0
31,20.45,0,0
9,20.35,0,0
54,86.2,5,0
46,95.65,4,0
34,103.8,4,0
71,97.2,3,0
63,63.55,4,0
51,24.95,0,0
26,89.15,2,1
64,99.0,4,0
1,24.8,0,1
61,85.55,2,0
15,94.0,3,0
64,105.65,4,1
18,50.3,0,0
57,95.0,3,0
14,61.4,3,0
18,80.55,1,0
72,78.5,1,0
70,114.3,6,0
38,20.05,0,0
68,62.65,4,0
13,80.85,1,1
65,92.7,3,0
30,100.45,3,0
51,75.2,3,0
31,84.75,2,0
9,89.45,2,1
72,79.5,5,0
10,72.15,2,1
37,19.8,0,0
2,76.4,4,1
55,100.9,4,0
33,95.3,3,0
46,90.95,3,0
1,54.5,2,0
20,61.6,1,1
9,79.9,2,1
32,96.15,2,1
19,49.6,1,0
70,65.3,3,1
61,25.0,0,0
26,45.45,0,0
45,107.75,4,0
62,89.1,2,0
1,19.65,0,1
3,44.75,0,0
41,101.6,4,0
67,103.15,5,0
1,84.65,1,1
71,95.65,3,0
37,75.1,4,0
60,61.35,3,0
1,69.55,0,1
6,19.7,0,0
13,31.05,1,1
11,51.0,1,0
7,51.0,1,1
10,88.85,2,0
34,20.05,0,0
62,65.1,3,0
64,70.15,3,0
1,44.35,0,1
25,20.75,0,0
26,56.05,2,0
10,19.95,0,0
53,98.6,4,0
7,79.7,1,1
33,79.0,2,0
71,89.45,3,0
29,74.2,0,0
24,81.0,4,0
20,49.6,1,0
1,84.6,1,0
54,55.0,1,1
5,84.85,2,1
72,84.2,5,0
52,106.3,6,0
9,69.05,0,0
1,45.4,0,0
1,73.65,0,1
33,73.9,4,1
55,77.75,1,1
69,99.35,3,0
1,50.75,1,0
54,87.1,5,0
33,20.15,0,0
45,98.7,4,0
11,25.2,0,0
6,55.7,2,0
21,65.35,3,0
65,25.3,0,0
6,84.35,1,1
8,84.95,2,1
11,73.85,1,1
43,24.25,0,0
49,51.8,3,1
1,46.0,0,1
15,79.4,1,1
60,60.5,3,0
17,25.1,0,0
16,71.8,0,1
35,20.05,0,0
44,88.4,2,1
12,30.25,1,0
1,20.2,0,0
28,59.9,3,0
70,25.15,0,0
5,46.0,0,1
18,101.3,4,0
70,76.95,4,0
9,55.3,1,0
67,92.45,4,0
1,48.45,1,0
18,19.35,0,0
4,51.75,0,1
71,86.7,3,0
30,94.4,3,1
1,55.7,2,0
55,84.25,2,0
59,64.65,3,0
1,70.15,0,1
7,69.2,0,0
45,54.65,2,0
54,24.75,0,0
51,23.95,0,0
72,105.0,4,0
44,59.85,3,0
2,20.05,0,0
66,92.15,2,0
68,44.8,3,0
31,20.9,0,0
21,95.4,2,0
21,80.35,1,0
55,85.1,5,0
9,34.7,1,1
71,115.05,6,0
1,81.1,1,1
22,19.95,0,0
1,20.55,0,1
61,106.6,4,1
67,86.15,5,0
14,78.85,2,0
59,106.75,5,1
21,86.55,2,0
4,42.4,3,0
3,89.45,2,1
70,24.25,0,0
3,97.9,4,1
21,20.5,0,0
20,19.6,0,0
22,20.25,0,0
1,55.7,1,1
63,20.6,0,0
70,19.8,0,0
13,79.8,2,1
5,80.2,1,0
72,116.4,6,0
13,31.65,1,0
61,94.15,4,0
1,20.65,0,0
56,76.85,1,0
4,20.15,0,0
35,55.25,1,0
18,39.05,2,1
72,82.15,4,0
49,103.0,5,0
44,95.1,4,0
3,83.9,2,1
37,95.15,3,0
61,79.8,4,0
70,74.8,4,0
1,69.85,0,1
41,20.45,0,0
70,78.35,5,0
1,53.55,1,1
51,19.1,0,0
42,20.0,0,0
70,93.9,4,1
48,19.95,0,0
68,113.15,6,1
48,24.0,0,0
26,84.95,2,1
11,80.5,1,1
